Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate,Cases_28_Days,Deaths_28_Days
New Jersey,US,2022-08-28 08:33:03,40.2989,-74.521,2669786,34529,,,34,30057.74476790071,31304348,,1.2933246335099515,84000034,USA,352439.52223494434,,74576,263
New Mexico,US,2022-08-28 08:33:03,34.8405,-106.2485,609204,8399,,,35,29053.585199365327,7783032,,1.378684315927013,84000035,USA,371181.05482135166,,18163,153
New York,US,2022-08-28 08:33:03,42.1657,-74.9481,5971180,71012,,,36,30694.53453791828,117721531,,1.189245676733912,84000036,USA,605141.2952106815,,156400,743
North Carolina,US,2022-08-28 08:33:03,35.6301,-79.8064,3098923,25843,,,37,29547.084100394317,25186224,,0.8339348864105368,84000037,USA,240141.3260992189,,115793,360
North Dakota,US,2022-08-28 08:33:03,47.5289,-99.784,263918,2346,,,38,34632.09030236385,,,0.888912465235414,84000038,USA,,,6348,37
Northern Mariana Islands,US,2022-08-28 08:33:03,15.0979,145.6739,13050,40,,,69,23665.312636007544,,,0.3065134099616858,580,MNP,,,477,3
Ohio,US,2022-08-28 08:33:03,40.3888,-82.7649,3049546,39406,,,39,26088.800677554304,,,1.2921923460082254,84000039,USA,,,101304,131
Oklahoma,US,2022-08-28 08:33:03,35.5653,-96.9289,1163366,16644,,,40,29400.417642686796,,,1.4306761586637395,84000040,USA,,,42432,392
Oregon,US,2022-08-28 08:33:03,44.572,-122.0709,875409,8383,,,41,20755.419316092968,12418252,,0.957609528803108,84000041,USA,294429.2638445688,,25057,282
Pennsylvania,US,2022-08-28 08:33:03,40.5908,-77.2098,3167638,46596,,,42,24743.32699395383,27432313,,1.4710014212482614,84000042,USA,214281.6479532985,,87045,432
Puerto Rico,US,2022-08-28 08:33:03,18.2208,-66.5901,918041,4950,,,72,28745.42770847802,4582431,,0.5391916047322505,630,PRI,143483.7213584019,,67014,183
Rhode Island,US,2022-08-28 08:33:03,41.6809,-71.5118,416638,3643,,,44,39329.18051542392,8321119,,0.874380157354826,84000044,USA,785484.7403293117,,6239,13
South Carolina,US,2022-08-28 08:33:03,33.8569,-80.945,1661020,18245,,,45,32260.871355449148,12808249,,1.098421451878966,84000045,USA,248765.9831173377,,55855,53
South Dakota,US,2022-08-28 08:33:03,44.2998,-99.4388,256255,2984,,,46,28966.52834595025,1386374,,1.1644650836081247,84000046,USA,156712.8125074181,,5969,28
Tennessee,US,2022-08-28 08:33:03,35.7478,-86.6923,2284225,27389,,,47,33448.04217903951,13631098,,1.199050006019547,84000047,USA,199600.9766334845,,77733,362
Texas,US,2022-08-28 08:33:03,31.0545,-97.5635,7812221,90182,,,48,26942.51987032227,52077051,,1.1543708248908986,84000048,USA,179601.54754394252,,267302,832
Utah,US,2022-08-28 08:33:03,40.15,-111.8624,1026812,4968,,,49,32028.24241615143,6412487,,0.4838276140130813,84000049,USA,200017.81058890975,,16520,68
Vermont,US,2022-08-28 08:33:03,44.0459,-72.7107,139769,707,,,50,22399.273064108504,3799761,,0.5058346271347723,84000050,USA,608946.7923312751,,2120,14
Virgin Islands,US,2022-08-28 08:33:03,18.3358,-64.8963,22561,122,,,78,21032.36752806056,458717,,0.5407561721554895,850,VIR,427636.3873662229,,772,2
Virginia,US,2022-08-28 08:33:03,37.7693,-78.17,2028479,21356,,,51,23765.151246221816,14716711,,1.05280853289583,84000051,USA,172417.29530448,,73763,438
Washington,US,2022-08-28 08:33:03,47.4009,-121.4905,1778421,14005,,,53,23354.51069371559,,,0.7874963239862777,84000053,USA,,,48472,401
West Virginia,US,2022-08-28 08:33:03,38.4912,-80.9545,578535,7268,,,54,32281.67109059692,6855086,,1.2562766297631085,84000054,USA,382506.9037305533,,23428,112
Wisconsin,US,2022-08-28 08:33:03,44.2685,-89.6165,1826082,15042,,,55,31362.863022577843,17625826,,0.823730807269334,84000055,USA,302722.6414245314,,48375,120
Wyoming,US,2022-08-28 08:33:03,42.756,-107.3025,174213,1877,,,56,30101.130176809347,1494874,,1.0774167255026892,84000056,USA,258289.54711719387,,4182,21
Cherkasy Oblast,Ukraine,2022-08-28 08:33:03,49.4444,32.0598,163768,2973,,,,13575.48507855508,,,1.8153729666357288,80401,UKR,,,0,0
Chernihiv Oblast,Ukraine,2022-08-28 08:33:03,51.4982,31.2893,126202,2751,,,,12548.111101720617,,,2.179838671336429,80402,UKR,,,0,0
Chernivtsi Oblast,Ukraine,2022-08-28 08:33:03,48.2917,25.9352,150465,3290,,,,16637.47520384266,,,2.186555012793673,80403,UKR,,,0,0
Crimea Republic*,Ukraine,2022-08-28 08:33:03,45.2835,34.2008,192792,5360,,,,10074.14312669858,,,2.78019834847919,80404,UKR,,,7602,18
Dnipropetrovsk Oblast,Ukraine,2022-08-28 08:33:03,48.4647,35.0462,303551,9454,,,,9466.807340267838,,,3.11446840893293,80405,UKR,,,0,0
Donetsk Oblast,Ukraine,2022-08-28 08:33:03,48.0159,37.8028,216052,5607,,,,5186.201016298755,,,2.595208560902005,80406,UKR,,,0,0
Ivano-Frankivsk Oblast,Ukraine,2022-08-28 08:33:03,48.9226,24.7111,181629,3476,,,,13226.195920340911,,,1.9137912998474915,80407,UKR,,,0,0
Kharkiv Oblast,Ukraine,2022-08-28 08:33:03,49.9935,36.2304,305661,6858,,,,11424.02558231842,,,2.243662096243878,80408,UKR,,,0,0
Kherson Oblast,Ukraine,2022-08-28 08:33:03,46.6354,32.6169,107686,2881,,,,10377.97309278748,,,2.675370986014895,80409,UKR,,,0,0
Khmelnytskyi Oblast,Ukraine,2022-08-28 08:33:03,49.423,26.9871,201270,3703,,,,15914.3831960813,,,1.839817161027476,80410,UKR,,,0,0
Kiev,Ukraine,2022-08-28 08:33:03,50.4501,30.5234,445098,8966,,,,15083.977226514844,,,2.014387842677343,80411,UKR,,,0,0
Kiev Oblast,Ukraine,2022-08-28 08:33:03,50.053,30.7667,226220,5019,,,,12795.683111417808,,,2.218636725311644,80412,UKR,,,0,0
Kirovohrad Oblast,Ukraine,2022-08-28 08:33:03,48.5079,32.2623,45117,1741,,,,4771.513692045573,,,3.858855863643416,80413,UKR,,,0,0
Luhansk Oblast,Ukraine,2022-08-28 08:33:03,48.574,39.3078,80033,2392,,,,3719.294201734057,,,2.9887671335574075,80414,UKR,,,0,0
Lviv Oblast,Ukraine,2022-08-28 08:33:03,49.8397,24.0297,303357,6569,,,,12028.329661013924,,,2.165435444047772,80415,UKR,,,0,0
Mykolaiv Oblast,Ukraine,2022-08-28 08:33:03,46.975,31.9946,146174,3530,,,,5795.907329875525,,,2.414930151736971,80416,UKR,,,0,0
Odessa Oblast,Ukraine,2022-08-28 08:33:03,46.4846,30.7326,325462,5917,,,,13673.104488998904,,,1.8180309836478603,80417,UKR,,,0,0
Poltava Oblast,Ukraine,2022-08-28 08:33:03,49.5883,34.5514,179994,4181,,,,12852.684051215369,,,2.322855206284654,80418,UKR,,,0,0
Rivne Oblast,Ukraine,2022-08-28 08:33:03,50.6199,26.2516,171031,2530,,,,14778.437070390504,,,1.4792639930772784,80419,UKR,,,0,0
Sevastopol*,Ukraine,2022-08-28 08:33:03,44.6054,33.522,88906,2421,,,,20059.52018338895,,,2.723100803095404,80420,UKR,,,3320,13
Sumy Oblast,Ukraine,2022-08-28 08:33:03,50.9077,34.7981,182268,3208,,,,16854.53728345561,,,1.760045647069151,80421,UKR,,,0,0
Ternopil Oblast,Ukraine,2022-08-28 08:33:03,49.5535,25.5948,146363,2391,,,,13994.257461905248,,,1.6336095871224283,80422,UKR,,,0,0
Unknown,Ukraine,2022-08-28 08:33:03,,,235317,3298,,,,,,,1.4015137027924034,80428,UKR,,,21231,90
Vinnytsia Oblast,Ukraine,2022-08-28 08:33:03,49.2331,28.4682,149845,3546,,,,9603.023338977207,,,2.366445326837732,80423,UKR,,,0,0
Volyn Oblast,Ukraine,2022-08-28 08:33:03,50.7472,25.3254,132045,2394,,,,12753.90455217177,,,1.8130182892195843,80424,UKR,,,0,0
Zakarpattia Oblast,Ukraine,2022-08-28 08:33:03,48.6208,22.2879,112462,2724,,,,8948.267109695878,,,2.4221514822784584,80425,UKR,,,0,0
Zaporizhia Oblast,Ukraine,2022-08-28 08:33:03,47.8388,35.1396,215070,5866,,,,12607.894311059212,,,2.727484074952341,80426,UKR,,,0,0
Zhytomyr Oblast,Ukraine,2022-08-28 08:33:03,50.2547,28.6587,192801,3538,,,,15800.861011331814,,,1.8350527227555875,80427,UKR,,,0,0
Anguilla,United Kingdom,2022-08-28 08:33:03,18.2206,-63.0686,3805,10,,,,25363.28489534729,,,0.2628120893561104,660,AIA,,,225,0
Bermuda,United Kingdom,2022-08-28 08:33:03,32.3078,-64.7505,17785,148,,,,28559.728935493717,,,0.8321619342142255,60,BMU,,,592,4
British Virgin Islands,United Kingdom,2022-08-28 08:33:03,18.4207,-64.64,7131,63,,,,23583.68885802163,,,0.8834665544804375,92,VGB,,,0,0
Cayman Islands,United Kingdom,2022-08-28 08:33:03,19.3133,-81.2546,30057,29,,,,45734.93609251369,,,0.0964833483048873,136,CYM,,,1273,0
Channel Islands,United Kingdom,2022-08-28 08:33:03,49.3723,-2.3644,0,0,,,,0.0,,,,8261,GBR,,,0,0
England,United Kingdom,2022-08-28 08:33:03,52.3555,-1.1743,19808426,173741,,,,35386.5966857935,,,0.8771065404187087,82601,GBR,,,166246,781
Falkland Islands (Malvinas),United Kingdom,2022-08-28 08:33:03,-51.7963,-59.5236,1886,0,,,,54148.72236577663,,,0.0,238,FLK,,,51,0
Gibraltar,United Kingdom,2022-08-28 08:33:03,36.1408,-5.3536,20049,107,,,,59508.47407319462,,,0.5336924534889521,292,GIB,,,147,2
Guernsey,United Kingdom,2022-08-28 08:33:03,49.448196,-2.58949,30651,62,,,,48652.38095238096,,,0.2022772503344099,831,GGY,,,727,8
Isle of Man,United Kingdom,2022-08-28 08:33:03,54.2361,-4.5481,38008,116,,,,44698.46645968576,,,0.3051989054935803,833,IMN,,,312,2
Jersey,United Kingdom,2022-08-28 08:33:03,49.2138,-2.1358,58890,136,,,,53879.23147301006,,,0.2309390388860587,832,JEY,,,887,3
Montserrat,United Kingdom,2022-08-28 08:33:03,16.742498,-62.187366,1126,8,,,,22524.504900980195,,,0.7104795737122558,500,MSR,,,72,0
Northern Ireland,United Kingdom,2022-08-28 08:33:03,54.7877,-6.4923,713294,4807,,,,37908.90731292517,,,0.6739156645086037,82602,GBR,,,0,15
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2022-08-28 08:33:03,-7.9467,-14.3559,7,0,,,,123.65306482953542,,,0.0,654,SHN,,,3,0
Scotland,United Kingdom,2022-08-28 08:33:03,56.4907,-4.2026,2087616,15487,,,,38211.63033331503,,,0.7418509917532726,82603,GBR,,,19904,85
Turks and Caicos Islands,United Kingdom,2022-08-28 08:33:03,21.694,-71.7979,6359,36,,,,16423.885531277443,,,0.5661267494889134,796,TCA,,,56,0
Unknown,United Kingdom,2022-08-28 08:33:03,,,0,310,,,,,,,,82605,GBR,,,0,1
Wales,United Kingdom,2022-08-28 08:33:03,52.1307,-3.7837,883539,10664,,,,28150.735996941312,,,1.206964265301249,82604,GBR,,,2246,46
